"Dates","Category","Descript","DayOfWeek","PdDistrict","Resolution","Address","X","Y"
"2015-04-14 09:38:00","WARRANTS","WARRANT ARREST","Tuesday","SOUTHERN","ARREST, BOOKED","NATOMA ST / RUSS ST",-122.408812857233,37.7792934035033
"2015-04-14 04:15:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","TENDERLOIN","ARREST, BOOKED","500 Block of OFARRELL ST",-122.413820070176,37.7857382950322
"2015-04-13 23:17:00","WARRANTS","WARRANT ARREST","Monday","SOUTHERN","ARREST, BOOKED","5TH ST / MISSION ST",-122.406481972743,37.7827317884887
"2015-04-13 22:00:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Monday","RICHMOND","NONE","2100 Block of CLEMENT ST",-122.482203894121,37.7820747247744
"2015-04-13 21:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","BAYVIEW","NONE","1700 Block of PALOU AV",-122.393696918834,37.7356272735926
"2015-04-13 19:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","CENTRAL","NONE","300 Block of BATTERY ST",-122.40021603879,37.7948030325182
"2015-04-13 16:25:00","WARRANTS","WARRANT ARREST","Monday","SOUTHERN","ARREST, BOOKED","0 Block of 9TH ST",-122.414953043045,37.7765019124574
"2015-04-13 14:15:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","CENTRAL","NONE","1300 Block of BATTERY ST",-122.402005149655,37.803687099963
"2015-04-13 12:34:00","VANDALISM","MALICIOUS MISCHIEF, TIRE SLASHING","Monday","NORTHERN","NONE","600 Block of EDDY ST",-122.418382008607,37.7832583770949
"2015-04-13 12:18:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Monday","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2015-04-13 06:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Monday","RICHMOND","NONE","600 Block of 33RD AV",-122.493173926137,37.7768215090139
"2015-04-13 02:47:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Monday","CENTRAL","ARREST, BOOKED","200 Block of KEARNY ST",-122.403915681571,37.790538993725
"2015-04-13 02:36:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Monday","INGLESIDE","ARREST, BOOKED","MISSION ST / VIRGINIA AV",-122.421488652002,37.74312201456
"2015-04-13 00:10:00","WARRANTS","WARRANT ARREST","Monday","INGLESIDE","ARREST, BOOKED","1800 Block of SUNNYDALE AV",-122.417144802399,37.7121502932531
"2015-04-05 21:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","BAYVIEW","NONE","200 Block of TUNNEL AV",-122.400860974348,37.7115119380844
"2015-04-05 17:10:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","MISSION","NONE","MISSION ST / 16TH ST",-122.419671780296,37.7650501214668
"2015-04-05 11:05:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","NORTHERN","NONE","WASHINGTON ST / LAGUNA ST",-122.429450115467,37.7922168233794
"2015-04-05 04:40:00","VANDALISM","ELECTRICAL  OR GAS LINES, INTERFERING WITH","Sunday","SOUTHERN","NONE","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2015-04-05 03:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Sunday","RICHMOND","NONE","700 Block of 7TH AV",-122.464944716156,37.774384171507
"2015-04-05 01:38:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Sunday","CENTRAL","ARREST, BOOKED","800 Block of LEAVENWORTH ST",-122.415348738908,37.7888542050467
"2015-04-05 00:37:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Sunday","CENTRAL","NONE","2900 Block of LARKIN ST",-122.421844581151,37.8050485536146
"2015-04-04 23:39:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","INGLESIDE","NONE","100 Block of ROLPH ST",-122.439514308609,37.7149019427969
"2015-04-04 19:44:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Saturday","NORTHERN","NONE","GROVE ST / BUCHANAN ST",-122.428104235496,37.7771774966934
"2015-04-04 16:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","INGLESIDE","NONE","700 Block of DELTA ST",-122.410026343157,37.7111173638135
"2015-04-04 15:58:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","SOUTHERN","NONE","ISIS ST / 13TH ST",-122.414825938111,37.7695542258808
"2015-04-04 09:30:00","WARRANTS","WARRANT ARREST","Saturday","BAYVIEW","NONE","NEWHALL ST / MCKINNON AV",-122.391090325597,37.7369085657287
"2015-04-04 09:09:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","PARK","NONE","1200 Block of BRODERICK ST",-122.44080679667,37.7817918699828
"2015-04-04 03:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","SOUTHERN","NONE","MISSION ST / BEALE ST",-122.395815475491,37.7911527166535
"2015-04-04 00:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","NORTHERN","NONE","3100 Block of FILLMORE ST",-122.43575101831,37.7987282178823
"2015-04-04 00:01:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","BAYVIEW","NONE","400 Block of YALE ST",-122.415999782851,37.7234699757177
"2015-04-03 23:00:00","WARRANTS","WARRANT ARREST","Friday","TENDERLOIN","ARREST, BOOKED","ELLIS ST / LEAVENWORTH ST",-122.414433155063,37.7846576329256
"2015-04-03 22:20:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Friday","TENDERLOIN","ARREST, BOOKED","0 Block of POWELL ST",-122.407845374111,37.7850943210103
"2015-04-03 22:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","SOUTHERN","NONE","HOWARD ST / 6TH ST",-122.407163046954,37.7797376338991
"2015-04-03 19:23:00","WARRANTS","PAROLE SEARCH","Friday","INGLESIDE","NONE","0 Block of BLYTHDALE AV",-122.417720424652,37.7106612347749
"2015-04-03 00:19:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Friday","NORTHERN","NONE","1700 Block of POST ST",-122.430600096373,37.7855207172313
"2015-04-02 19:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Thursday","RICHMOND","NONE","43RD AV / FULTON ST",-122.503471153788,37.7716876668909
"2015-04-02 17:18:00","WARRANTS","WARRANT ARREST","Thursday","SOUTHERN","ARREST, BOOKED","200 Block of FOLSOM ST",-122.392347671978,37.7890603555993
"2015-04-02 17:15:00","WARRANTS","WARRANT ARREST","Thursday","TENDERLOIN","ARREST, BOOKED","0 Block of OFARRELL ST",-122.405895369887,37.7867342184983
"2015-04-02 13:09:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Thursday","INGLESIDE","ARREST, BOOKED","LONDON ST / RUSSIA AV",-122.436383725598,37.7212102716954
"2015-04-02 12:25:00","WARRANTS","WARRANT ARREST","Thursday","SOUTHERN","NONE","1200 Block of MISSION ST",-122.413583483648,37.7770436202636
"2015-04-02 06:00:00","WARRANTS","WARRANT ARREST","Thursday","SOUTHERN","NONE","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2015-04-02 01:15:00","WARRANTS","ENROUTE TO U.S. MARSHALL","Thursday","TENDERLOIN","NONE","100 Block of TAYLOR ST",-122.410928353347,37.7836778741124
"2015-04-02 00:57:00","WARRANTS","WARRANT ARREST","Thursday","INGLESIDE","ARREST, BOOKED","MISSION ST / RANDALL ST",-122.42358068715,37.7398849565957
"2015-04-02 00:38:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Thursday","BAYVIEW","NONE","800 Block of JAMESTOWN AV",-122.390417767431,37.7165061780871
"2015-04-01 22:12:00","WARRANTS","WARRANT ARREST","Wednesday","NORTHERN","ARREST, BOOKED","1100 Block of SUTTER ST",-122.419295456225,37.7878052240334
"2015-04-01 21:31:00","WARRANTS","ENROUTE TO PAROLE OFFICER","Wednesday","MISSION","ARREST, BOOKED","MISSION ST / 14TH ST",-122.419983447697,37.7682726763619
"2015-04-01 21:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Wednesday","INGLESIDE","NONE","1700 Block of CHURCH ST",-122.426625154172,37.7424934923723
"2015-04-01 21:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Wednesday","INGLESIDE","NONE","WHIPPLE AV / RAE AV",-122.448772323036,37.7116333456156
"2015-04-01 19:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Wednesday","MISSION","NONE","20TH ST / CHURCH ST",-122.428051707644,37.7580899767786
"2015-04-01 18:29:00","VANDALISM","VANDALISM OR GRAFFITI TOOLS, POSSESSION","Wednesday","SOUTHERN","ARREST, BOOKED","0 Block of NEWMONTGOMERY ST",-122.400593259668,37.7876024687437
"2015-04-01 12:44:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Wednesday","TARAVAL","ARREST, BOOKED","3900 Block of ALEMANY BL",-122.468105304613,37.7109639146394
"2015-03-31 23:50:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Tuesday","PARK","NONE","1300 Block of HAIGHT ST",-122.444524277297,37.7703704336439
"2015-03-31 23:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Tuesday","PARK","NONE","1900 Block of PAGE ST",-122.452896022151,37.7701501507955
"2015-03-31 21:10:00","WARRANTS","POST RELEASE COMMUNITY SUPERVISION","Tuesday","MISSION","ARREST, BOOKED","2000 Block of MISSION ST",-122.41965834371,37.7642205603745
"2015-03-31 21:03:00","WARRANTS","WARRANT ARREST","Tuesday","BAYVIEW","ARREST, BOOKED","1400 Block of LASALLE AV",-122.386304220968,37.7349050342849
"2015-03-31 19:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","NORTHERN","NONE","1800 Block of FILLMORE ST",-122.4332992124,37.7865706865797
"2015-03-31 18:27:00","WARRANTS","ENROUTE TO PAROLE OFFICER","Tuesday","BAYVIEW","ARREST, BOOKED","25TH ST / CONNECTICUT ST",-122.396516098253,37.7523112196847
"2015-03-31 16:54:00","WARRANTS","WARRANT ARREST","Tuesday","CENTRAL","ARREST, BOOKED","800 Block of GEARY ST",-122.417273344939,37.7861493947594
"2015-03-31 13:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","RICHMOND","NONE","19TH AV / GEARY BL",-122.478305503287,37.7803810169602
"2015-03-31 05:10:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","MISSION","NONE","24TH ST / POTRERO AV",-122.406338412685,37.7530042877223
"2015-03-30 23:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Monday","SOUTHERN","NONE","700 Block of HOWARD ST",-122.401560967513,37.7840888680389
"2015-03-30 22:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","INGLESIDE","NONE","400 Block of JUSTIN DR",-122.424248223086,37.732080597614
"2015-03-30 19:45:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","PARK","NONE","1400 Block of SCOTT ST",-122.437674432179,37.7832091367301
"2015-03-30 17:56:00","WARRANTS","WARRANT ARREST","Monday","NORTHERN","ARREST, BOOKED","0 Block of GROVE ST",-122.41742986085,37.7785349354394
"2015-03-30 16:10:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Monday","CENTRAL","NONE","SUTTER ST / KEARNY ST",-122.403846623514,37.7898284156061
"2015-03-30 15:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","TARAVAL","NONE","1200 Block of 11TH AV",-122.468584875687,37.7648653652411
"2015-03-30 09:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","NORTHERN","NONE","2500 Block of GREENWICH ST",-122.441638087409,37.7981619146399
"2015-03-30 08:00:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Monday","PARK","NONE","1600 Block of TURK ST",-122.436274979481,37.7800247331065
"2015-03-22 23:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","TENDERLOIN","NONE","300 Block of HYDE ST",-122.41604728066,37.7839824654149
"2015-03-22 19:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Sunday","CENTRAL","NONE","700 Block of FRONT ST",-122.399713028387,37.7982854223177
"2015-03-22 18:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","MISSION","NONE","1900 Block of MISSION ST",-122.41967661615,37.7658510977435
"2015-03-22 17:50:00","WARRANTS","PROBATION SEARCH","Sunday","BAYVIEW","ARREST, BOOKED","KISKA RD / DORMITORY RD",-122.374930939321,37.7296622595026
"2015-03-22 17:41:00","WARRANTS","WARRANT ARREST","Sunday","SOUTHERN","ARREST, BOOKED","400 Block of MINNA ST",-122.406394499162,37.7820078410189
"2015-03-22 16:24:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Sunday","SOUTHERN","NONE","100 Block of 8TH ST",-122.412838157611,37.7772806883397
"2015-03-22 15:52:00","WARRANTS","WARRANT ARREST","Sunday","CENTRAL","ARREST, BOOKED","SANSOME ST / GREEN ST",-122.402609381311,37.8003058186718
"2015-03-22 13:20:00","WARRANTS","WARRANT ARREST","Sunday","TENDERLOIN","ARREST, BOOKED","400 Block of JONES ST",-122.412857126524,37.7855804361702
"2015-03-22 10:25:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Sunday","TENDERLOIN","NONE","500 Block of OFARRELL ST",-122.413820070176,37.7857382950322
"2015-03-22 10:04:00","WARRANTS","WARRANT ARREST","Sunday","TARAVAL","ARREST, BOOKED","2600 Block of 23RD AV",-122.479589802571,37.7381857061106
"2015-03-22 06:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Sunday","CENTRAL","NONE","CHESTNUT ST / SANSOME ST",-122.403532080065,37.8049688863959
"2015-03-22 05:36:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","NORTHERN","NONE","3200 Block of BAKER ST",-122.446509476572,37.8009526568789
"2015-03-22 03:15:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","RICHMOND","NONE","2200 Block of GOLDEN GATE AV",-122.447335399434,37.7776618791276
"2015-03-22 02:00:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Sunday","MISSION","ARREST, BOOKED","200 Block of VALENCIA ST",-122.422158645677,37.7684403915766
"2015-03-22 00:19:00","WARRANTS","WARRANT ARREST","Sunday","INGLESIDE","ARREST, BOOKED","NAPLES ST / RUSSIA AV",-122.432384764371,37.7192981353952
"2015-03-21 23:43:00","WARRANTS","WARRANT ARREST","Saturday","TENDERLOIN","ARREST, BOOKED","TURK ST / JONES ST",-122.412414263581,37.7830037964534
"2015-03-21 20:10:00","WARRANTS","WARRANT ARREST","Saturday","BAYVIEW","ARREST, BOOKED","1600 Block of LASALLE AV",-122.389241311502,37.7368837969126
"2015-03-21 18:30:00","WARRANTS","WARRANT ARREST","Saturday","CENTRAL","ARREST, BOOKED","MONTGOMERY ST / FRANCISCO ST",-122.405361368124,37.8056947417393
"2015-03-21 18:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","CENTRAL","NONE","1600 Block of LEAVENWORTH ST",-122.416793135842,37.796018610747
"2015-03-21 18:16:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Saturday","INGLESIDE","ARREST, BOOKED","900 Block of MOSCOW ST",-122.433330086987,37.7138142313922
"2015-03-21 18:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","BAYVIEW","NONE","100 Block of DAKOTA ST",-122.395513264888,37.7536178531447
"2015-03-21 17:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","SOUTHERN","NONE","MINNA ST / 6TH ST",-122.408162953857,37.7805345385278
"2015-03-21 17:00:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Saturday","SOUTHERN","ARREST, BOOKED","900 Block of MARKET ST",-122.408421116922,37.7835699386918
"2015-03-21 12:38:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Saturday","MISSION","NONE","2000 Block of MISSION ST",-122.419520367886,37.764228935718
"2015-03-21 09:16:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","INGLESIDE","NONE","0 Block of BACHE ST",-122.417456805672,37.7344217433686
"2015-03-21 08:56:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Saturday","BAYVIEW","ARREST, BOOKED","1400 Block of CARROLL AV",-122.390533478989,37.7234376616614
"2015-03-20 23:35:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","CENTRAL","NONE","500 Block of TAYLOR ST",-122.411612352697,37.7870711373734
"2015-03-20 23:01:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","TARAVAL","ARREST, BOOKED","GREAT HWY / JUDAH ST",-122.509380941427,37.7602695362749
"2015-03-20 20:45:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","NORTHERN","NONE","SUTTER ST / LAGUNA ST",-122.428337917055,37.7867109731605
"2015-03-20 17:26:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Friday","PARK","ARREST, BOOKED","1300 Block of 3RD AV",-122.459768948749,37.7636120633472
"2015-03-20 16:36:00","WARRANTS","PROBATION SEARCH","Friday","BAYVIEW","ARREST, BOOKED","2900 Block of SAN BRUNO AV",-122.402288649686,37.7246523794049
"2015-03-20 16:00:00","WARRANTS","WARRANT ARREST","Friday","SOUTHERN","ARREST, BOOKED","100 Block of 2ND ST",-122.398459512809,37.7870182250653
"2015-03-20 15:56:00","WARRANTS","WARRANT ARREST","Friday","MISSION","ARREST, BOOKED","200 Block of CLINTONPARK ST",-122.425665566837,37.7691019900231
"2015-03-20 10:04:00","WARRANTS","WARRANT ARREST","Friday","NORTHERN","ARREST, BOOKED","1600 Block of VANNESS AV",-122.422253466945,37.7908627239441
"2015-03-20 02:41:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Friday","CENTRAL","ARREST, BOOKED","GEARY ST / LARKIN ST",-122.418090766692,37.7861007451645
"2015-03-19 22:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Thursday","NORTHERN","NONE","1300 Block of VANNESS AV",-122.421734189838,37.7882961275539
"2015-03-19 19:57:00","WARRANTS","ENROUTE TO U.S. MARSHALL","Thursday","BAYVIEW","ARREST, BOOKED","200 Block of WESTPOINT RD",-122.378928955993,37.7352990706774
"2015-03-19 19:00:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Thursday","RICHMOND","NONE","5000 Block of CALIFORNIA ST",-122.471523056133,37.7844450942004
"2015-03-19 18:45:00","VANDALISM","MALICIOUS MISCHIEF, STREET CARS/BUSES","Thursday","SOUTHERN","ARREST, BOOKED","MARKET ST / 5TH ST",-122.408068345148,37.7839916768161
"2015-03-19 16:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Thursday","PARK","NONE","200 Block of COLE ST",-122.450946799274,37.7728240617204
"2015-03-19 13:13:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Thursday","INGLESIDE","NONE","200 Block of MATEO ST",-122.428644431911,37.7361524848532
"2015-03-19 12:49:00","WARRANTS","WARRANT ARREST","Thursday","SOUTHERN","ARREST, BOOKED","100 Block of 6TH ST",-122.407877117352,37.7803875013555
"2015-03-19 12:35:00","WARRANTS","WARRANT ARREST","Thursday","TARAVAL","ARREST, BOOKED","3200 Block of 20TH AV",-122.475647460786,37.7285280627465
"2015-03-19 09:23:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Thursday","SOUTHERN","NONE","200 Block of CLARA ST",-122.403464080033,37.7785233776032
"2015-03-19 08:30:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Thursday","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2015-03-19 07:00:00","WARRANTS","WARRANT ARREST","Thursday","TENDERLOIN","NONE","ELLIS ST / JONES ST",-122.412784096502,37.7848656939526
"2015-03-19 02:21:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Thursday","NORTHERN","ARREST, BOOKED","1700 Block of GREEN ST",-122.427929494914,37.7971481883425
"2015-03-18 22:25:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Wednesday","TENDERLOIN","ARREST, BOOKED","200 Block of LEAVENWORTH ST",-122.414081138014,37.7832767266062
"2015-03-18 20:00:00","WARRANTS","WARRANT ARREST","Wednesday","BAYVIEW","ARREST, BOOKED","1100 Block of GILMAN AV",-122.391002965046,37.7197891773069
"2015-03-18 08:45:00","WARRANTS","WARRANT ARREST","Wednesday","TENDERLOIN","ARREST, BOOKED","200 Block of TAYLOR ST",-122.411115854179,37.7846080818887
"2015-03-18 08:31:00","VANDALISM","MALICIOUS MISCHIEF, STREET CARS/BUSES","Wednesday","BAYVIEW","NONE","20TH ST / 3RD ST",-122.388559411328,37.7604929243617
"2015-03-18 04:00:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Wednesday","RICHMOND","NONE","5500 Block of GEARY BL",-122.478861040049,37.7804830223849
"2015-03-18 00:30:00","WARRANTS","WARRANT ARREST","Wednesday","TENDERLOIN","ARREST, BOOKED","200 Block of JONES ST",-122.412436901867,37.7834857455601
"2015-03-18 00:03:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Wednesday","SOUTHERN","NONE","8TH ST / FOLSOM ST",-122.410065781604,37.7749906792593
"2015-03-17 23:58:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Tuesday","NORTHERN","NONE","2900 Block of VANNESS AV",-122.424998043878,37.8027319222988
"2015-03-17 21:46:00","WARRANTS","WARRANT ARREST","Tuesday","CENTRAL","ARREST, BOOKED","400 Block of POWELL ST",-122.408431861057,37.7887772719153
"2015-03-17 21:19:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Tuesday","SOUTHERN","ARREST, BOOKED","1000 Block of MISSION ST",-122.40989282029,37.7801134973164
"2015-03-17 21:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","INGLESIDE","NONE","SUNNYDALE AV / CORA ST",-122.409584709743,37.7101106069912
"2015-03-17 20:44:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Tuesday","MISSION","ARREST, BOOKED","24TH ST / LILAC ST",-122.417878226786,37.7522731644848
"2015-03-17 19:50:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Tuesday","PARK","NONE","1100 Block of HAIGHT ST",-122.441204473945,37.7707947517933
"2015-03-17 19:30:00","VANDALISM","MALICIOUS MISCHIEF, GRAFFITI","Tuesday","INGLESIDE","NONE","0 Block of CRESCENT AV",-122.423668820338,37.7353404814069
"2015-03-17 19:15:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Tuesday","MISSION","ARREST, BOOKED","400 Block of VALENCIA ST",-122.421935077177,37.7661343875141
"2015-03-17 18:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Tuesday","PARK","NONE","FELL ST / CENTRAL AV",-122.444217653151,37.7732099933428
"2015-03-17 18:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Tuesday","CENTRAL","NONE","100 Block of UNION ST",-122.402484813291,37.8012225262749
"2015-03-17 17:30:00","WARRANTS","PROBATION SEARCH","Tuesday","INGLESIDE","ARREST, BOOKED","1800 Block of SUNNYDALE AV",-122.417144802399,37.7121502932531
"2015-03-17 17:05:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Tuesday","MISSION","NONE","24TH ST / MISSION ST",-122.418448186101,37.7522391652625
